variable	label
k059	B13-HOW OFTEN DO YOU EAT MARGARINE?
k060	B13-HOW OFTEN DO YOU EAT CHEESE?
k061	B13-HOW OFTEN DO YOU EAT EGGS?
k062	B13-HOW OFTEN DO YOU EAT MEAT?
k063	B13-HOW OFTEN DO YOU EAT FISH?
k064	B13-HOW OFTEN DO YOU EAT CHOCOLATE/SWEETS?
k065	B14-CUPS OF TEA PER DAY
k066	B14-CUPS OF COCOA OR CHOCOLATE PER DAY
k067	B14-CUPS OF COFFEE PER DAY
k068	B14-GLASSES OF MILK PER DAY
k069	B14-GLASSES OF COLA PER DAY
k070	B14-GLASSES OF WATER PER DAY
k071	B15-DO YOU USUALLY COUGH-MORNINGS
k072	B16-HOW MUCH DO YOU COUGH REST TIME
k073	B17-DO YOU GET SHORT OF BREATH
k074	B18-DO YOU FEEL TIGHTNESS IN CHEST
k075	C1-NOT WORTH TRYING HARD
k076	C2-WISHING MAKES GOOD THINGS HAPPEN
k077	C3-PEOPLE GOOD TO YOU NO MATTER WHAT
k078	C4-LIKE TAKING PART IN PLAYS
k079	C5-USELESS TO TRY IN SCHOOL
k080	C6-HIGH MARK IS A MATTER OF LUCK
k081	C7-GOOD AT SPELLING
k082	C8-TESTS ARE A LOT OF GUESS WORK
k083	C9-BLAMED FOR THINGS
k084	C10-BELIEVE IN PLANNING AHEAD
k085	C11-FIND IT EASY TO GET UP IN MORNING
k086	C12-BAD THINGS ARE SOMEONE ELSE'S FAULT
k087	C13-IMPOSSIBLE TO MAKE FRIENDS AGAIN
k088	C14-NICE THINGS ONLY GOOD LUCK
k089	C15-FEEL SAD WHEN TIME TO LEAVE SCHOOL
k090	C16-ARGUMENTS ARE OTHER PERSON'S FAULT
k091	C17-SURPRISED TEACHER SAYS DONE WELL
k092	C18-LOW MARKS EVEN THOUGH STUDY HARD
k093	C19-LIKE TO READ BOOKS
k094	C20-STUDYING FOR TESTS IS WASTE OF TIME
i2503	DATE OF ASSESSMENT-FMT-DD
i2503m	DATE OF ASSESSMENT-FMT-MM
i2503y	DATE OF ASSESSMENT-FMT-YY
i2504	FMT-WHAT IS ONE MORE THAN THREE?
i2505	FMT-WHAT IS THE MISSING NUMBER?
i2506	FMT-HOW MANY STARS ALTOGETHER?
i2507	FMT-ADD 349 AND 63
i2508	FMT-TAKE AWAY 5 FROM 5
i2509	FMT-WHAT IS ONE LESS THAN FOUR?
i2510	FMT-TAKE AWAY 3-2
i2511	FMT-TAKE AWAY 432-36
i2512	FMT-WHAT IS THE MISSING NUMBER?
i2513	FMT-MULTIPLY 5 X 6
i2514	FMT-HOW MANY BURGERS?
i2515	FMT-MULTIPLY AGAIN 138 X 7
i2516	FMT-A MISSING FIGURE, BUT WHAT IS IT?
i2517	FMT-SHARE 9 BY 3
i2518	FMT-I HAVE A BOX OF 48 ICECREAMS IN MY FREEZER. IF I ONLY EAT 8
i2519	FMT-DIVIDE 80 BY 15
i2520	FMT-I'VE LEFT OUT A NUMBER HAVEN'T I?
i2521	FMT-WHAT DOES THIS SIGN MEAN?
i2522	FMT-ALL THESE NUMBER SENTENCES ARE FIBS EXCEPT ONE
i2523	FMT-WHAT IS THIRTY FIVE IN FIGURES?
i2524	FMT-THE 0 IN 703 MEANS...
i2525	FMT-HOW MANY TENS ARE THERE IN THIS NUMBER?
i2526	FMT-THE MILEOMETER IN A CAR SHOWS THE DISTANCE IN ...
i2527	FMT-45% ARE BOYS. WHAT % ARE GIRLS?
i2528	FMT-DO YOU KNOW WHAT 75% IS AS A FRACTION?
i2529	FMT-SMALLEST NUMBER?
i2530	FMT-2 OVER 10 =
i2531	FMT-PLEASE ADD 1/2 + 1/2
i2532	FMT-WHAT FRACTION IS SHADED?
i2533	FMT-WHAT IS 1/4 OF 8?
i2534	FMT-WHICH FRACTION IS LARGEST?
i2535	FMT-6/12 IS THE SAME AS...
i2536	FMT-THESE NUMBERS ARE ALL ANSWERS IN WHICH TIMES TABLE?
i2537	FMT-I'D LIKE TO KNOW THE NEXT NUMBER IN THIS SEQUENCE
i2538	FMT-WHAT BASE DO WE NORMALLY USE?
i2539	FMT-ROUND OFF 3109 TO THE NEAREST HUNDRED PLEASE
i2540	FMT-WHAT'S THE TIME PLEASE MISTER?
i2541	FMT-YOUR TRAIN IS DUE 10.52. IT IS NOW 9.05. HOW LONG DO YOU HAV
i2542	FMT-IF YOU LEFT ON THE 9.50 TRAIN FROM KING'S CROSS, HOW LONG WO
i2543	FMT-WHICH LINE IS SHORTEST?
i2544	FMT-ESTIMATE THE HEIGHT OF YOUR CLASSROOM DOOR?
i2545	FMT-PLEASE TELL ME PLEASE, WHICH IS A UNIT OF AREA PLEASE!
i2546	FMT-WHAT'S THE AREA OF THIS RECTANGLE?
i2547	FMT-WHAT UNITS DO WE USE TO MEASURE THE CAPACITY OF THE BOTTLE?
i2548	FMT-HOW MANY OF THESE CENTICUBES WOULD FIT INTO THIS BOX?
i2549	FMT-UNIT OF VOLUME
i2550	FMT-BUTTER COSTS 1 POUND PER KILOGRAM. HOW MUCH IS THIS PACK?
i2551	FMT-HOW HEAVY ARE THE APPLES?
i2552	FMT-THE BIRD BATH HAS FROZEN. HOW COLD IS IT?
i2553	FMT-YOU HAVE THESE COINS. WHICH OTHERS DO YOU NEED TO BUY A CONE
i2554	FMT-IF 1 POUND IS WORTH 2.31 DOLLARS, HOW MANY DOLLARS WOULD YOU
i2555	FMT-WHAT IS THE LEAST NUMBER OF COINS YOU COULD USE TO MAKE 38P?
i2556	FMT-IF A=3, B=4 & C=5, WHAT IS A+B+C?
i2557	FMT-AMANDA ATE TWICE AS MANY LOLLIES AS WAYNE. IF THEY ATE 6 ALT
i2558	FMT-MARY IS 32CM SHORTER THAN PETER. PETER IS 21CM TALLER THAN D
i2559	FMT-WHERE WOULD THIS GO?
i2560	FMT-THIS RELATION IS - IS 3 TIMES-. WHAT IS THE MISSING NUMBER?
i2561	FMT-HELP ME WITH THE MISSING NUMBER PLEASE
i2562	FMT-THE DIAMETER OF A BIKE WHEEL IS 50CM. ABOUT HOW FAR WILL IT
i2563	FMT-THIS IS A...
i2564	FMT-DO YOU KNOW THE SIZE OF THIS ANGLE?
i2565	FMT-WHICH ANGLE DO YOU THINK IS SMALLEST?
i2566	FMT-THE LINES ON THE 1KM GRID ARE ROADS. YOU HAVE TO DRIVE FROM
i2567	FMT-NEWS FLASH!! A WRECK IS 6KM EAST, 3KM NORTH FROM THE LIGHTHO
i2568	FMT-A SPY RECEIVES THIS MESSAGE: EHT DROWSSAP SI MIT. WHAT MUST
i2569	FMT-ROTATE THIS A 1/4 TURN
i2570	FMT-HOW MANY FACES HAS A CUBE?
i2571	FMT-WHAT WOULD YOU CALL A LINE THAT GOES STRAIGHT DOWN?
i2572	FMT-THIS PIE CHART SHOWS HOW I SPENT MY POCKET MONEY. WHAT DID I
i2573	FMT-HOW MANY GIRLS SUPPORT LIVERPOOL?
i2574	FMT-YOU ROLL THE DIE ONCE. WHAT IS YOUR CHANCE OF GETTING A 6?
i2575	FMT-THIS IS A LINE GRAPH OF A PLANT'S GROWTH. ON WHICH DAY DID
i2576	FMT-CODER CODE
i3003	ERT-PAGE 1 - TEAPOT
i3004	ERT-PAGE 1 - GIRL
i3005	ERT-PAGE 1 - BOAT
i3006	ERT-PAGE 1 - PARACHUTE
i3007	ERT-PAGE 1 - TRACTOR
i3008	ERT-P2-PHILLIP BORROWED OFF MY BICYCLE
i3009	ERT-P2-IN THE SUMMER, WE PLAY OUT IN THE PARK
i3010	ERT-P2-I HAVE JUST BEEN ON AWAY HOLIDAY
i3011	ERT-P2-WHY ARE YOUR NOSE FEET DIRTY?
i3012	ERT-P2-GIVE YOUR BALL NEEDS BLOWING UP
i3013	ERT-P2-HOW DID YOU GET SO WET?
i3014	ERT-P2-WHAT WERE YOU DOING THERE?
i3015	ERT-P2-YOU SMELL DREADFUL
i3016	ERT-P2-WOULD YOU LIKE A BATH?
i3017	ERT-P3-WHERE IS THE BUS GOING?
i3018	ERT-P3-WHAT DOES THE SHOP SELL?
i3019	ERT-P3-WHAT IS THE NAME OF THE STREET YOU CAN SEE?
i3020	ERT-P3-WHAT IS THE NAME OF THE BUS COMPANY?
i3021	ERT-P3-WHAT KIND OF SHOP CAN YOU SEE?
i3022	ERT-P4-WHO FELT ANNOYED?
i3023	ERT-P4-WHO FELT AMUSED?
i3024	ERT-P4-WHO FELT AMAZED?
i3025	ERT-P4-WHO FELT AFRAID?
i3026	ERT-P4-WHO FELT ASHAMED?
i3027	ERT-P4-SHE MANAGED TO REDUCE THE AMOUNT SHE SPENT EACH WEEK
i3028	ERT-P4-SOMEONE INTERRUPTED WITH AN ANGRY REMARK
i3029	ERT-P4-THE VILLAGE WAS ISOLATED BY HEAVY FALLS OF SNOW
i3030	ERT-P4-WE HAD TO EXCLUDE A VISIT TO LONDON
i3031	ERT-P5-WE WERE TOLD THAT THE OLD MAN WAS LOOKING FOR
i3032	ERT-P5-THE LAST SENTENCE TOLD US THAT THE OLD MAN
i3033	ERT-P5-FROM READING THIS STORY, WE LEARN MOST ABOUT
i3034	ERT-P5-WE KNOW THAT THE PEOPLE WATCHING WERE AT AN UPSTAIRS
i3035	ERT-P5-WHEN THE OLD MAN STOPPED SEARCHING, THE PEOPLE WHO
i3036	ERT-P7-ANOTHER SHOP IS TO BE OPENED BY ... THE STATIONERS
i3037	ERT-P7-THE DATE OF OPENING WILL BE AT THE END OF ...
i3038	ERT-P7-ON THE SECOND FLOOR, THERE WILL BE A ... DEPARTMENT
i3039	ERT-P7-THE DEPARTMENT WITH A WIDE RANGE OF GOODS WILL BE ON
i3040	ERT-P7-THE NEW BRANCH WILL OPEN DAILY AT ... A.M.
i3041	ERT-P7-ON SATURDAYS, IT WILL CLOSE AT ... P.M.
i3042	ERT-P7-IT WILL CLOSE AT THE SAME TIME ON ...
i3043	ERT-P7-ON THE OTHER WEEKDAYS, IT WILL CLOSE AT ... P.M.
i3044	ERT-P8-JOHN ... THE MONEY WAS IN HIS POCKET AS HE MADE HIS WAY
i3045	ERT-P8-SINCE THE MODEL CAR HAD BEEN PUT IN THE WINDOW, HE
i3046	ERT-P8-... POLICEMEN COULD
i3047	ERT-P8-IMAGINARY POLICEMEN COULD ...
i3048	ERT-P8-THE HIGH PRICE HAD ... MADE JOHN
i3049	ERT-P8-MADE JOHN ...
i3050	ERT-P8-HOWEVER HE HAD AN ... PIECE OF GOOD FORTUNE
i3051	ERT-P8-HE WAS PAID FOR A GARDENING JOB, AND WAS PROMISED ...
i3052	ERT-P8-WAS PROMISED FURTHER REMUNERATION FOR ...
i3053	ERT-P9-SHOW CORRECT ORDER OF TOP PASSAGE
i3054	ERT-P9-SHOW CORRECT ORDER OF BOTTOM PASSAGE
i3055	ERT-P10-DRIVING A CAR IN TOWN IS A DANGEROUS UNDERTAKING
i3056	ERT-P10-THERE IS NO PROBLEM ABOUT PARKING IF YOU GO BY BUS
i3057	ERT-P10-IT IS DIFFICULT  TO DECIDE HOW TO BEHAVE TO OTHER
i3058	ERT-P10-PEOPLE WHO ARRIVE AT THE STOP EARLIEST OFTEN HAVE
i3059	ERT-P10-THERE IS LITTLE DIFFERENCE BETWEEN THE COSTS OF
i3060	ERT-P10-IF MORE PEOPLE TOOK THE BUS TO TOWN THE ROADS WOULD BE
i3061	ERT-P10-A JOURNEY IN A CROWDED BUS IS OFTEN EMBARRASSING
i3062	ERT-P10-CAR DRIVERS SHOULD BE MORE COURTEOUS
i3063	ERT-P11-THIS PASSAGE DESCRIBES ...
i3064	ERT-P11-THE MAN LOCKED THE DOOR ...
i3065	ERT-P11-THE WINDOW WOULD NOT OPEN BECAUSE ...
i3066	ERT-P11-THE 'DEAFENING BLAST' (LINE 4) WAS PROBABLY ...
i3067	ERT-P11-THE RESULT OF THE FALL WAS TO ...
i3068	ERT-P11-THE ACTION PROBABLY HAPPENED ON A ...
i3069	ERT-P11-WHEN HE FELL FROM THE WINDOW, THE MAN ...
i3070	CODER CODE
i3503	DATE OF ASSESSMENT-BAS-DD
i3503m	DATE OF ASSESSMENT-BAS-MM
i3503y	DATE OF ASSESSMENT-BAS-YY
i3504	BAS-WORD DEFINITIONS-SPORT
i3505	BAS-WORD DEFINITIONS-TRAVEL
i3506	BAS-WORD DEFINITIONS-SPLASH
i3507	BAS-WORD DEFINITIONS-ARMY
i3508	BAS-WORD DEFINITIONS-BEARD
i3509	BAS-WORD DEFINITIONS-INVITE
i3510	BAS-WORD DEFINITIONS-HARVEST
i3511	BAS-WORD DEFINITIONS-LULLABY
i3512	BAS-WORD DEFINITIONS-COLLECT
i3513	BAS-WORD DEFINITIONS-WHEEL
i3514	BAS-WORD DEFINITIONS-MASSIVE
i3515	BAS-WORD DEFINITIONS-REFUND
i3516	BAS-WORD DEFINITIONS-PURPOSE
i3517	BAS-WORD DEFINITIONS-TRADE
i3518	BAS-WORD DEFINITIONS-CURIOSITY
i3519	BAS-WORD DEFINITIONS-TRANSPARENT
i3520	BAS-WORD DEFINITIONS-LEATHER
i3521	BAS-WORD DEFINITIONS-ERROR
i3522	BAS-WORD DEFINITIONS-VICTORIOUS
i3523	BAS-WORD DEFINITIONS-TENTACLE
i3524	BAS-WORD DEFINITIONS-CONSENT
i3525	BAS-WORD DEFINITIONS-COUNTERFEIT
i3526	BAS-WORD DEFINITIONS-UNIQUE
i3527	BAS-WORD DEFINITIONS-DRAB
i3528	BAS-WORD DEFINITIONS-NOMADIC
i3529	BAS-WORD DEFINITIONS-UNIVERSAL
i3530	BAS-WORD DEFINITIONS-LETHAL
i3531	BAS-WORD DEFINITIONS-PESSIMISTIC
i3532	BAS-WORD DEFINITIONS-ADJACENT
i3533	BAS-WORD DEFINITIONS-EXERT
i3534	BAS-WORD DEFINITIONS-NOVICE
i3535	BAS-WORD DEFINITIONS-VELOCITY
i3536	BAS-WORD DEFINITIONS-DIVULGE
i3537	BAS-WORD DEFINITIONS-LONGEVITY
i3538	BAS-WORD DEFINITIONS-OSTRACISE
i3539	BAS-WORD DEFINITIONS-ALACRITY
i3540	BAS-WORD DEFINITIONS-HIRSUTE
i3541	BAS-RECALL OF DIGITS  44
i3542	BAS-RECALL OF DIGITS  23
i3543	BAS-RECALL OF DIGITS  54
i3544	BAS-RECALL OF DIGITS  92
i3545	BAS-RECALL OF DIGITS  75
i3546	BAS-RECALL OF DIGITS  866
i3547	BAS-RECALL OF DIGITS  242
i3548	BAS-RECALL OF DIGITS  564
i3549	BAS-RECALL OF DIGITS  756
i3550	BAS-RECALL OF DIGITS  483
i3551	BAS-RECALL OF DIGITS  5877
i3552	BAS-RECALL OF DIGITS  3238
i3553	BAS-RECALL OF DIGITS  8956
i3554	BAS-RECALL OF DIGITS  8495
i3555	BAS-RECALL OF DIGITS  6159
i3556	BAS-RECALL OF DIGITS  57667
i3557	BAS-RECALL OF DIGITS  57736
i3558	BAS-RECALL OF DIGITS  56964
i3559	BAS-RECALL OF DIGITS  23746
i3560	BAS-RECALL OF DIGITS  95247
i3561	BAS-RECALL OF DIGITS  922828
i3562	BAS-RECALL OF DIGITS  545457
i3563	BAS-RECALL OF DIGITS  162997
i3564	BAS-RECALL OF DIGITS  417432
i3565	BAS-RECALL OF DIGITS  751946
i3566	BAS-RECALL OF DIGITS  8845517
i3567	BAS-RECALL OF DIGITS  2438224
i3568	BAS-RECALL OF DIGITS  2914139
i3569	BAS-RECALL OF DIGITS  2569874
i3570	BAS-RECALL OF DIGITS  5814726
i3571	BAS-RECALL OF DIGITS  23233626
i3572	BAS-RECALL OF DIGITS  58878446
i3573	BAS-RECALL OF DIGITS  38896152
i3574	BAS-RECALL OF DIGITS  25837461
i3575	BAS-SIMILARITIES ITEM 1-EXAMPLE
i3576	BAS-SIMILARITIES ITEM 1-NAME
i3577	BAS-SIMILARITIES ITEM 2-EXAMPLE
i3578	BAS-SIMILARITIES ITEM 2-NAME
i3579	BAS-SIMILARITIES ITEM 3-EXAMPLE
i3580	BAS-SIMILARITIES ITEM 3-NAME
i3581	BAS-SIMILARITIES ITEM 4-EXAMPLE
i3582	BAS-SIMILARITIES ITEM 4-NAME
i3583	BAS-SIMILARITIES ITEM 5-EXAMPLE
i3584	BAS-SIMILARITIES ITEM 5-NAME
i3585	BAS-SIMILARITIES ITEM 6-EXAMPLE
i3586	BAS-SIMILARITIES ITEM 6-NAME
i3587	BAS-SIMILARITIES ITEM 7-EXAMPLE
i3588	BAS-SIMILARITIES ITEM 7-NAME
i3589	BAS-SIMILARITIES ITEM 8-EXAMPLE
i3590	BAS-SIMILARITIES ITEM 8-NAME
i3591	BAS-SIMILARITIES ITEM 9-EXAMPLE
i3592	BAS-SIMILARITIES ITEM 9-NAME
i3593	BAS-SIMILARITIES ITEM 10-EXAMPLE
i3594	BAS-SIMILARITIES ITEM 10-NAME
i3595	BAS-SIMILARITIES ITEM 11-EXAMPLE
i3596	BAS-SIMILARITIES ITEM 11-NAME
i3597	BAS-SIMILARITIES ITEM 12-EXAMPLE
i3598	BAS-SIMILARITIES ITEM 12-NAME
i3599	BAS-SIMILARITIES ITEM 13-EXAMPLE
i3600	BAS-SIMILARITIES ITEM 13-NAME
i3601	BAS-SIMILARITIES ITEM 14-EXAMPLE
i3602	BAS-SIMILARITIES ITEM 14-NAME
i3603	BAS-SIMILARITIES ITEM 15-EXAMPLE
i3604	BAS-SIMILARITIES ITEM 15-NAME
i3605	BAS-SIMILARITIES ITEM 16-EXAMPLE
i3606	BAS-SIMILARITIES ITEM 16-NAME
i3607	BAS-SIMILARITIES ITEM 17-EXAMPLE
i3608	BAS-SIMILARITIES ITEM 17-NAME
i3609	BAS-SIMILARITIES ITEM 18-EXAMPLE
i3610	BAS-SIMILARITIES ITEM 18-NAME
i3611	BAS-SIMILARITIES ITEM 19-EXAMPLE
i3612	BAS-SIMILARITIES ITEM 19-NAME
i3613	BAS-SIMILARITIES ITEM 20-EXAMPLE
i3614	BAS-SIMILARITIES ITEM 20-NAME
i3615	BAS-SIMILARITIES ITEM 21-EXAMPLE
i3616	BAS-SIMILARITIES ITEM 21-NAME
i3617	BAS-MATRICES ITEM 1
i3618	BAS-MATRICES ITEM 2
i3619	BAS-MATRICES ITEM 3
i3620	BAS-MATRICES ITEM 4
i3621	BAS-MATRICES ITEM 5
i3622	BAS-MATRICES ITEM 6
i3623	BAS-MATRICES ITEM 7
i3624	BAS-MATRICES ITEM 8
i3625	BAS-MATRICES ITEM 9
i3626	BAS-MATRICES ITEM 10
i3627	BAS-MATRICES ITEM 11
i3628	BAS-MATRICES ITEM 12
i3629	BAS-MATRICES ITEM 13
i3630	BAS-MATRICES ITEM 14
i3631	BAS-MATRICES ITEM 15
i3632	BAS-MATRICES ITEM 16
i3633	BAS-MATRICES ITEM 17
i3634	BAS-MATRICES ITEM 18
i3635	BAS-MATRICES ITEM 19
i3636	BAS-MATRICES ITEM 20
i3637	BAS-MATRICES ITEM 21
i3638	BAS-MATRICES ITEM 22
i3639	BAS-MATRICES ITEM 23
i3640	BAS-MATRICES ITEM 24
i3641	BAS-MATRICES ITEM 25
i3642	BAS-MATRICES ITEM 26
i3643	BAS-MATRICES ITEM 27
i3644	BAS-MATRICES ITEM 28
i3645	CODER B.A.S.
i4001	DERIVED VARIABLE FROM I2504-FRIENDLY MT
i4002	DERIVED VARIABLE FROM I2505-FRIENDLY MT
i4003	DERIVED VARIABLE FROM I2506-FRIENDLY MT
i4004	DERIVED VARIABLE FROM I2507-FRIENDLY MT
i4005	DERIVED VARIABLE FROM I2508-FRIENDLY MT
i4006	DERIVED VARIABLE FROM I2509-FRIENDLY MT
i4007	DERIVED VARIABLE FROM I2510-FRIENDLY MT
i4008	DERIVED VARIABLE FROM I2511-FRIENDLY MT
i4009	DERIVED VARIABLE FROM I2512-FRIENDLY MT
i4010	DERIVED VARIABLE FROM I2513-FRIENDLY MT
i4011	DERIVED VARIABLE FROM I2514-FRIENDLY MT
i4012	DERIVED VARIABLE FROM I2515-FRIENDLY MT
i4013	DERIVED VARIABLE FROM I2516-FRIENDLY MT
i4014	DERIVED VARIABLE FROM I2517-FRIENDLY MT
i4015	DERIVED VARIABLE FROM I2518-FRIENDLY MT
i4016	DERIVED VARIABLE FROM I2519-FRIENDLY MT
i4017	DERIVED VARIABLE FROM I2520-FRIENDLY MT
i4018	DERIVED VARIABLE FROM I2521-FRIENDLY MT
i4019	DERIVED VARIABLE FROM I2522-FRIENDLY MT
i4020	DERIVED VARIABLE FROM I2523-FRIENDLY MT
i4021	DERIVED VARIABLE FROM I2524-FRIENDLY MT
i4022	DERIVED VARIABLE FROM I2525-FRIENDLY MT
i4023	DERIVED VARIABLE FROM I2526-FRIENDLY MT
i4024	DERIVED VARIABLE FROM I2527-FRIENDLY MT
i4025	DERIVED VARIABLE FROM I2528-FRIENDLY MT
i4026	DERIVED VARIABLE FROM I2529-FRIENDLY MT
i4027	DERIVED VARIABLE FROM I2530-FRIENDLY MT
i4028	DERIVED VARIABLE FROM I2531-FRIENDLY MT
i4029	DERIVED VARIABLE FROM I2532-FRIENDLY MT
i4030	DERIVED VARIABLE FROM I2533-FRIENDLY MT
i4031	DERIVED VARIABLE FROM I2534-FRIENDLY MT
i4032	DERIVED VARIABLE FROM I2535-FRIENDLY MT
i4033	DERIVED VARIABLE FROM I2536-FRIENDLY MT
i4034	DERIVED VARIABLE FROM I2537-FRIENDLY MT
i4035	DERIVED VARIABLE FROM I2538-FRIENDLY MT
i4036	DERIVED VARIABLE FROM I2539-FRIENDLY MT
i4037	DERIVED VARIABLE FROM I2540-FRIENDLY MT
i4038	DERIVED VARIABLE FROM I2541-FRIENDLY MT
i4039	DERIVED VARIABLE FROM I2542-FRIENDLY MT
i4040	DERIVED VARIABLE FROM I2543-FRIENDLY MT
i4041	DERIVED VARIABLE FROM I2544-FRIENDLY MT
i4042	DERIVED VARIABLE FROM I2545-FRIENDLY MT
i4043	DERIVED VARIABLE FROM I2546-FRIENDLY MT
i4044	DERIVED VARIABLE FROM I2547-FRIENDLY MT
i4045	DERIVED VARIABLE FROM I2548-FRIENDLY MT
i4046	DERIVED VARIABLE FROM I2549-FRIENDLY MT
i4047	DERIVED VARIABLE FROM I2550-FRIENDLY MT
i4048	DERIVED VARIABLE FROM I2551-FRIENDLY MT
i4049	DERIVED VARIABLE FROM I2552-FRIENDLY MT
i4050	DERIVED VARIABLE FROM I2553-FRIENDLY MT
i4051	DERIVED VARIABLE FROM I2554-FRIENDLY MT
i4052	DERIVED VARIABLE FROM I2555-FRIENDLY MT
i4053	DERIVED VARIABLE FROM I2556-FRIENDLY MT
i4054	DERIVED VARIABLE FROM I2557-FRIENDLY MT
i4055	DERIVED VARIABLE FROM I2558-FRIENDLY MT
i4056	DERIVED VARIABLE FROM I2559-FRIENDLY MT
i4057	DERIVED VARIABLE FROM I2560-FRIENDLY MT
i4058	DERIVED VARIABLE FROM I2561-FRIENDLY MT
i4059	DERIVED VARIABLE FROM I2562-FRIENDLY MT
i4060	DERIVED VARIABLE FROM I2563-FRIENDLY MT
i4061	DERIVED VARIABLE FROM I2564-FRIENDLY MT
i4062	DERIVED VARIABLE FROM I2565-FRIENDLY MT
i4063	DERIVED VARIABLE FROM I2566-FRIENDLY MT
i4064	DERIVED VARIABLE FROM I2567-FRIENDLY MT
i4065	DERIVED VARIABLE FROM I2568-FRIENDLY MT
i4066	DERIVED VARIABLE FROM I2569-FRIENDLY MT
i4067	DERIVED VARIABLE FROM I2570-FRIENDLY MT
i4068	DERIVED VARIABLE FROM I2571-FRIENDLY MT
i4069	DERIVED VARIABLE FROM I2572-FRIENDLY MT
i4070	DERIVED VARIABLE FROM I2573-FRIENDLY MT
i4071	DERIVED VARIABLE FROM I2574-FRIENDLY MT
i4072	DERIVED VARIABLE FROM I2575-FRIENDLY MT
i4101	DERIVED VARIABLE FROM I3003-EDINBURGH RT
i4102	DERIVED VARIABLE FROM I3004-EDINBURGH RT
i4103	DERIVED VARIABLE FROM I3005-EDINBURGH RT
i4104	DERIVED VARIABLE FROM I3006-EDINBURGH RT
i4105	DERIVED VARIABLE FROM I3007-EDINBURGH RT
i4106	DERIVED VARIABLE FROM I3008-EDINBURGH RT
i4107	DERIVED VARIABLE FROM I3009-EDINBURGH RT
i4108	DERIVED VARIABLE FROM I3010-EDINBURGH RT
i4109	DERIVED VARIABLE FROM I3011-EDINBURGH RT
i4110	DERIVED VARIABLE FROM I3012-EDINBURGH RT
i4111	DERIVED VARIABLE FROM I3013-EDINBURGH RT
i4112	DERIVED VARIABLE FROM I3014-EDINBURGH RT
i4113	DERIVED VARIABLE FROM I3015-EDINBURGH RT
i4114	DERIVED VARIABLE FROM I3016-EDINBURGH RT
i4115	DERIVED VARIABLE FROM I3022-EDINBURGH RT
i4116	DERIVED VARIABLE FROM I3023-EDINBURGH RT
i4117	DERIVED VARIABLE FROM I3024-EDINBURGH RT
i4118	DERIVED VARIABLE FROM I3025-EDINBURGH RT
i4119	DERIVED VARIABLE FROM I3026-EDINBURGH RT
i4120	DERIVED VARIABLE FROM I3027-EDINBURGH RT
i4121	DERIVED VARIABLE FROM I3028-EDINBURGH RT
i4122	DERIVED VARIABLE FROM I3029-EDINBURGH RT
i4123	DERIVED VARIABLE FROM I3030-EDINBURGH RT
i4124	DERIVED VARIABLE FROM I3031-EDINBURGH RT
i4125	DERIVED VARIABLE FROM I3032-EDINBURGH RT
i4126	DERIVED VARIABLE FROM I3033-EDINBURGH RT
i4127	DERIVED VARIABLE FROM I3034-EDINBURGH RT
i4128	DERIVED VARIABLE FROM I3035-EDINBURGH RT
i4129	DERIVED VARIABLE FROM I3044-EDINBURGH RT
i4130	DERIVED VARIABLE FROM I3045-EDINBURGH RT
i4131	DERIVED VARIABLE FROM I3046-EDINBURGH RT
i4132	DERIVED VARIABLE FROM I3047-EDINBURGH RT
i4133	DERIVED VARIABLE FROM I3048-EDINBURGH RT
i4134	DERIVED VARIABLE FROM I3049-EDINBURGH RT
i4135	DERIVED VARIABLE FROM I3050-EDINBURGH RT
i4136	DERIVED VARIABLE FROM I3051-EDINBURGH RT
i4137	DERIVED VARIABLE FROM I3052-EDINBURGH RT
i4138	DERIVED VARIABLE FROM I3053-EDINBURGH RT
i4139	DERIVED VARIABLE FROM I3054-EDINBURGH RT
i4140	DERIVED VARIABLE FROM I3055-EDINBURGH RT
i4141	DERIVED VARIABLE FROM I3056-EDINBURGH RT
i4142	DERIVED VARIABLE FROM I3057-EDINBURGH RT
i4143	DERIVED VARIABLE FROM I3058-EDINBURGH RT
i4144	DERIVED VARIABLE FROM I3059-EDINBURGH RT
i4145	DERIVED VARIABLE FROM I3060-EDINBURGH RT
i4146	DERIVED VARIABLE FROM I3061-EDINBURGH RT
i4147	DERIVED VARIABLE FROM I3062-EDINBURGH RT
i4148	DERIVED VARIABLE FROM I3063-EDINBURGH RT
i4149	DERIVED VARIABLE FROM I3064-EDINBURGH RT
i4150	DERIVED VARIABLE FROM I3065-EDINBURGH RT
i4151	DERIVED VARIABLE FROM I3066-EDINBURGH RT
i4152	DERIVED VARIABLE FROM I3067-EDINBURGH RT
i4153	DERIVED VARIABLE FROM I3068-EDINBURGH RT
i4154	DERIVED VARIABLE FROM I3069-EDINBURGH RT
i4155	DERIVED VARIABLE FROM ERT-PAGE 9, TOP HALF (A)
i4156	DERIVED VARIABLE FROM ERT-PAGE 9, TOP HALF (B)
i4157	DERIVED VARIABLE FROM ERT-PAGE 9, TOP HALF (C)
i4158	DERIVED VARIABLE FROM ERT-PAGE 9, TOP HALF (D)
i4159	DERIVED VARIABLE FROM ERT-PAGE 9, TOP HALF (E)
i4160	DERIVED VARIABLE FROM ERT-PAGE 9, BOTTOM HALF (A)
i4161	DERIVED VARIABLE FROM ERT-PAGE 9, BOTTOM HALF (B)
